clip_filename,language,genre,speaker_name,primary_emotion,secondary_emotion,approved,qc_flags,duration_s,word_count,words_per_min,lufs,lufs_delta,true_peak_dbtp,rms_dbfs,snr_db,spectral_centroid_hz,silence_ratio,transcript
hi_poetry_012_0001.wav,hi,poetry,Nayab Midha,happy_excited,intense_dramatic,true,,57.26,151,158.2,-23.0,0.0,-3.98,-24.17,18.8,2735.4,0.121,"सोचो अगर वो काजल लगा ले एक दफा बस उलझे बाल सुलझा ले ये ज़माना अपना रुख ना बदल दे हर कोई उसके साथ ना चल दे ये हवाएँ रुक ना जाएँ उसे देखने को कहीं मैंने जब से देखा है मैं हूँ वहीं। उसे देखा है जब से, उसे देखा है जब से होश आने लगा है ज़माने का सारा खौफ़ जाने लगा है उसे कोई तोहफ़ा देने को जी चाहता है उसे कोई तोहफा देने को जी चाहता है मगर उसके लायक कुछ कहाँ आता है वो माथे पे बिंदी गालों पे रूज़ नहीं लगाती वो कानों को झुमके के तले नहीं दबाती उसे उड़ना पसंद है उसे उड़ना पसंद है सोचता हूँ उसको हवाएँ दे दूँ। उसके पंखों को दिल की सदाएँ दे दूँ फिर सोचता हूँ वो क्या करेगी मेरे इन फिज़ूल इशारों का। उसकी हंसी का तो अपना कारोबार है बहारों का उससे मेरी ज़रूरत नहीं।"
hi_cooking_013_0001.wav,hi,cooking,Kabita,calm_reverent,neutral,true,,51.67,172,199.7,-23.0,0.0,-2.03,-22.64,45.8,2194.1,0.23,"इसे बनाने के लिए सबसे पहले हम ग्राइंडिंग जार ले लेंगे और उसमें आधा कप भुना हुआ मूंगफली डाल देंगे। मूंगफली को दरदरा पीस लें ऐसे। ये देखिए। इसके बाद एक बड़ा बोल ले लें, उसमें डाल देंगे एक कप चावल का आटा, आधा कप सूजी या रवा डाल दें और एक चौथाई कप मैदा। मेजरमेंट आप ध्यान रखें इसके बाद यह भुना हुआ मूंगफली डाल देंगे जो हमने क्रश करके रखा था प्याज डाल दें साथ में हम इसमें तीन से चार हरी मिर्च कटी हुई दो इंच अदरक बारीक कटी हुई करी पत्ता धनिया पत्ता साथ में हम इसमें एक तिहाई छोटी चम्मच हींग डाल देंगे लाल मिर्च का पाउडर थोड़ा सा ऐड करें धनिया पाउडर और स्वाद के अनुसार नमक अब हम क्या करेंगे कि इन सबको ऐसे मिक्स करेंगे तो पहले सारे मसाले जो है वो चावल का आटा मैदा और सूजी में अच्छे से मिक्स कर दें और उसके बाद हम डालेंगे इसमें गरम तेल जी हाँ गरम तेल का इसमें बहुत ही स्पेशल रोल होता है"
hi_cooking_013_0002.wav,hi,cooking,Kabita,calm_reverent,neutral,true,,51.735,196,227.3,-24.49,-1.49,-1.0,-24.24,70.6,2105.4,0.234,"तीन से चार बड़े चम्मच तेल गरम कर लें और खौलता हुआ तेल आप इसमें ऐड कर दें। उससे क्या होता है कि ये जो वड़ा है वो क्रिस्पी बनता है, उसके क्रंचीनेस को और भी ये गरम तेल बढ़ाता है। तो गरम तेल आपको इसमें ज़रूर ऐड करना है। अब हम इसे अच्छे से मिक्स कर देंगे उसके बाद थोड़ा इंतजार करेंगे ताकि तेल जो है वो ठंडा हो जाए उसके बाद आप इसे हाथों से टच करके देखिए अगर ये सही है तो इसमें पानी डाल के हम इसे गूंथना शुरू करेंगे पानी जो है वो आपको थोड़ा थोड़ा करके ऐड करना है क्योंकि सूजी जो है वो पानी को एब्जॉर्ब करता है तो पानी जैसे आप ऐड करेंगे वैसे ही पूरा ड्राई हो जाएगा लेकिन अगर आपने एक बार में ज़्यादा पानी डाल दिया तो यह ओवर सॉफ्ट हो जाएगा जो हमें नहीं चाहिए। तो यहाँ पर पानी डालें और इसे ऐसे बांध के देखें। यह देखिए अभी भी यह ड्राई लग रहा है तो थोड़ा सा पानी मैं वापस ऐड करती हूँ। जैसे पराठे के लिए हम डो बनाते हैं ना वैसे ही हमें थोड़ा कड़क बनाना है इसे। यह देखिए। ऐसे।"
hi_speech_014_0001.wav,hi,speech,Vikas Sir,conversational_casual,intense_dramatic,true,,50.14,148,177.1,-23.0,0.0,-2.62,-23.6,48.1,1498.9,0.381,मैं सच्ची कहानियाँ सुनाना पसंद करता हूँ झूठ बोलने से बचता हूँ मैं आपको तीन चार छोटी छोटी कहानियाँ सुना रहा हूँ ये सारी कहानियाँ सच्ची हैं एक एक प्रतिशत सच्ची हैं पर मैं किसी का नाम नहीं लूँगा जिनकी कहानी है उनका नाम नहीं लूँगा उनकी प्राइवेसी का मामला है पर हाँ सच्ची कहानियाँ हैं अच्छी बात है कि इन कहानियों के किरदार हम लोग नहीं बने ईश्वर के लिए हम कभी ना बने लेकिन कहानियाँ सच्ची हैं जब मैं दिल्ली आया था उन्नीस सौ नब्बे में मैं हरियाणा के एक शहर से भिवानी से दिल्ली आया था पढ़ने के लिए मेरे ड्रीम कॉलेजेस में हंसराज भी था पर मेरा संयुक्त से मेरा एडमिशन ज़ाकिर हुसैन में हुआ मेरे अंक ठीक थे यहाँ हो सकता था पर मैं तो नई दिल्ली स्टेशन पर उतरा बाहर निकला पता लगा वहीं एक कॉलेज है वहीं एडमिशन ले लिया मैंने
hi_speech_014_0002.wav,hi,speech,Vikas Sir,conversational_casual,happy_excited,true,,51.34,178,208.0,-23.01,-0.01,-1.94,-23.51,57.4,1486.5,0.341,तो लोगों ने कहा कि यार कैंपस बड़ा अच्छा होता है मैंने कहा यार क्या फर्क पड़ता है कॉलेज कॉलेज होता है छंडो यही छंडो मैं सिखाने आया हूँ आप लोगों को ठीक है स्टेशन से निकलेंगे वही कॉलेज है मैंने घर जाना होगा तो आराम से कॉलेज से निकल जाएंगे क्या रखा है कैंपस में पर मेरा एक दोस्त जो मेरे साथ ही आया था उसी शहर से उसने एडमिशन हंसराज कॉलेज में लिया मैं और वो स्कूल के डिबेटर्स थे डिबेटिंग में हम लोग स्कूल टाइम से काफी एक्टिव थे डी यू में आए तो यहाँ भी एक्टिव रहे डी यू में मैंने करीब पाँच साल डिबेटिंग की और मेरा ख्याल है कि लगभग मतलब तीन चार सौ डिबेट्स मैंने जीती होंगी डी यू में कुछ हरी भी होंगी लेकिन मैंने खूब डिबेट वो मेरा दरअसल दाना पानी था रोजी रोटी मेरी वही थी कॉलेज के दिनों में। घर से पैसे मैं लेता नहीं था मिलते भी नहीं थे देना क्या था। मतलब ऐसी स्थिति भी नहीं थी उस समय मेरे घर में कि मिल सके।
hi_speech_014_0003.wav,hi,speech,Vikas Sir,conversational_casual,neutral,true,,49.46,145,175.9,-22.95,0.05,-2.3,-23.79,59.5,1593.3,0.402,"तो डिबेटिंग मेरा रोजगार था एम्प्लॉयमेंट था मेरा उससे काम चल जाता था आराम से उसका भी चल जाता था वो हंसराज से था मैं जैकिर हुसैन से था हम खूब डिबेट्स में मिलते थे अक्सर ट्रॉफी या तो हम जीतते थे या वो जीतता था कोई भी जीते रूम पे ही आती थी क्योंकि हम रूममेट्स थे एक साथ ही रहते थे वो मुझसे योग्यताओं के मामले में इक्कीस था बल्कि अगर वो इक्कीस था तो मैं पंद्रह ही रहा होऊंगा या बारह रहा होऊंगा बाईस या इक्कीस तो नहीं रहा होऊंगा मुझसे बेहतर था योग्यताओं में बड़ा अच्छा व्यक्ति था। ग्रेजुएशन के बाद मैंने एम ए हिंदी साहित्य में एडमिशन लिया जबकि बी ए ऑनर हिस्ट्री में किया था मैंने। उसने तय किया कि वो कुछ और करेगा, प्रोफेशनल कोर्स करेगा, नौकरी करेगा। तो वो चला गया दिल्ली से। मैं दिल्ली में रहा।"
hi_speech_014_0005.wav,hi,speech,Vikas Sir,sad,intense_dramatic,true,,50.06,128,153.4,-22.95,0.05,-2.62,-24.1,62.6,1658.8,0.423,और जिस व्यक्ति के बारे में मेरी राय ये थी कि उतना जीवट वाला व्यक्ति कोई हो नहीं सकता जो ज़िंदगी से हार सकता ही नहीं जिसके होने से कई लोग हमेशा जीता हुआ महसूस करते हैं वो चुपचाप एक बंद कमरे में ज़िंदगी से हार गया मैं आज तक नहीं समझ पाया कि ऐसा कैसे हुआ बाद में टटोला उसके पेरेंट्स से बात हुई भाई से बात हुई उन्होंने उसकी याद में एक सोशल वर्क शुरू किया ताकि किसी और बच्चे को ऐसा ना करना पड़े तो जो हल्का हल्का अनुमान हुआ वो ये है कि शायद कुछ ऐसा था रिलेशनशिप में जो नहीं संभल पाया था और रिश्ता टूट ना जाए इसका दबाव बहुत ज़्यादा था और वो दबाव झेल नहीं पाया इस उम्र में ऐसा
hi_speech_014_0008.wav,hi,speech,Vikas Sir,calm_reverent,neutral,true,,52.95,127,143.9,-22.97,0.03,-3.72,-24.24,70.2,1852.3,0.47,एकदम जीवन से भरे हुए बच्चे आँखों में चमक ऐसे फिर दोनों की शादी हुई तो मैं शादी में जा नहीं पाया क्योंकि मेरा रिश्ता सिर्फ लाइब्रेरी में एक घंटा गप मारने वाला था उससे ज़्यादा था नहीं रिश्ता उनके साथ फिर सुनता रहता था कि मैं सब बढ़िया चल रहे पढ़ाई कर रहे हैं तैयारी कर रहे हैं इंटरकास्ट मैरिज की उन लोगों ने खूब हंगामा हुआ दोनों घर में तलवारें खींच गईं किसी तरह से तलवारें संभाली गईं मैनेज हुआ दोनों साथ रहने लगे और फिर तीन चार साल के बाद एक दिन मैंने खबर सुनी कि उस बच्ची ने फंदा लगा के जीवन लीला समाप्त कर ली यह बात भी दिल्ली विश्वविद्यालय की है उस दौर के सब लोग इस कहानी को जानते हैं
hi_speech_014_0015.wav,hi,speech,Vikas Sir,sad,angry,true,,47.08,120,152.9,-22.99,0.01,-1.47,-24.01,61.0,1757.4,0.426,उस बच्चे की गलती सिर्फ इतनी थी कि उसने अपने दोस्त पर भरोसा किया जो भरोसे के लायक था नहीं वो नीच किस्म का व्यक्ति था जिसने उस संबंध की गरिमा को समझा नहीं उस बच्ची के घर के बाहर चौबीसों घंटे न्यूज़ चैनल से कैमरे खड़े रहे घर से कोई भी निकले पचास कैमरे पीछे आप बताइए आपकी बेटी कैसी है आप बताइए आपकी बहन कैसी है अंत में उस पिता ने अपनी बच्ची को उस देश से बाहर भेज दिया। उसके कुछ दिन बाद की जो खबर टी वी चैनल से नहीं दिखाई। उसके पिता ने आत्महत्या कर ली। यह तीसरा इंसिडेंस है। यह सारी खबरें सच्ची बता रहा हूं मैं में से एक भी झूठ नहीं है।
hi_speech_014_0020.wav,hi,speech,Vikas Sir,sad,calm_reverent,true,,51.72,111,128.8,-23.0,0.0,-2.98,-24.38,44.4,1563.0,0.494,वो भाई साहब आज तक अकेले हैं और अब तो बाज़ार में मूल्य भी कम हो गया उनका अब विकल्प भी ज़्यादा नहीं मिलते हैं अब जो विकल्प मिल रहे हैं वहाँ उसकी रुचि और कम हो गई है तो पूरी संभावना है कि वो जीवन अकेले ही गुजरेगा उसका एक अंतिम एग्जांपल देके फिर मैं निष्कर्ष की तरफ़ बढ़ूँगा मैं एक आईएएस ऑफिसर को जानता हूँ दो आईपीएस को जानता हूँ बहुत योग्य लोग देश के सबसे अच्छे संस्थाओं से पढ़े हुए लोग प्रॉपर आईएएस प्रॉपर आईपीएस में नौकरी करने वाले लोग और इन तीनों ने अपना जीवन समाप्त कर लिया नौकरी में रहते हुए क्यों क्योंकि नौकरी और घरेलू
hi_standup_015_0001.wav,hi,standup,Ravi Gupta,happy_excited,conversational_casual,true,,53.69,182,203.4,-23.0,0.0,-6.32,-23.2,32.0,1711.0,0.279,भाई मेरा बहुत थोड़ा सा ठीक नटखट है और दिल्ली जब आया मैं तो मैंने एक चीज़ देखी कि मेट्रो बहुत बढ़िया चीज़ चल रही है यहाँ पे दरवाजे अपने आप बंद हो रहे हैं दरवाजे जो आदमी रिक्शा पर कभी नहीं बैठा हो मेट्रो पर भी आसानी से नहीं बैठ सकता था क्योंकि मुझे बाद में पता चला कि टिकट वगैरह लेनी पड़ती है एक तो मेरे को मेट्रो देखने के लिए पटरी से मैं जा रहा था तो उन्होंने वहां रोक दिया कि आप स्टेशन से आओ सीढ़ी से या लिफ्ट लगी है आप सीधा पट रि मेट्रो देखने के लिए नहीं आ सकते वो चीज़ मुझे थोड़ा ठीक नहीं लगता था क्योंकि इनका अप्रोच बहुत ही जो गाँव से लोग आए हैं उनको लेके ये है कि पीली रेखा के पीछे खड़े रहो रूल्स फॉलो करो मैं क्यों नहीं जाता लेडीज़ के डब्बे में क्यों नहीं जा सकता क्यों नहीं जा सकता लेडीज वाल लड़कियाँ भी तो हमारे उसमें आ जाती हैं हमारे डब्बे में बैठ जाती हैं एक बार मेट्रो में आपका हाथ ही फँस गया था एक
hi_standup_015_0004.wav,hi,standup,Ravi Gupta,happy_excited,intense_dramatic,true,,53.255,169,190.4,-23.0,0.0,-3.96,-23.12,29.6,1980.1,0.196,"कहीं और जा रहे थे पर ये लेह लद्दाख तो लेह लद्दाख चले गए लेह लद्दाख पहुँच गए सांस्कार वैली और वहाँ पर जो चीज़ें चल रही हैं और चूँकि मैं समझ पाता हूँ कि मैंने इतने शक्तिमान देखते थे, कॉमिक्स पढ़ते थे, थोड़ा साहित्य पढ़ा, बालहंस पढ़ी, चंपक पढ़ी, तो उससे शब्दावली आ जाती है, क्रिएटिव एक वो चीज़ आ जाती है कि हर चीज़ तुम तूफ़ानी देख रहे हो। हाँ कि मैं जा रहा हूँ पर मैं निकल चुका था धरती के उस छोर से हॉलीवुड फिल्मों की जो हिंदी होती है आप देखो ये सारी चीजें मैं एग्जैक्ट नहीं बोल सकता कि वो कहाँ है पर वो सिर्फ कच्चा पक्का माल इकट्ठा हो के यहाँ पे आ गया है और वो जो मुझे और वो क्रैक हो गया एक्चुअली मैं बहुत सारी चीजें पहले भी करता था। मैंने कम से कम बीसों तरीके की वीडियोस बनाए हैं अलग अलग। अच्छा। कि मैं पहले खाना बनाता था कभी, कभी मैं कोई कैरेक्टर प्ले करता था, कभी मैं"
hi_standup_015_0006.wav,hi,standup,Ravi Gupta,happy_excited,neutral,true,,52.03,169,194.9,-23.0,0.0,-5.28,-23.11,30.1,1894.8,0.208,मैं और वो साथ में ट्रेवल करते हैं बहुत ज़्यादा इसलिए क्योंकि हम लोग की एक वाइब सेम है और दूसरी वो जो है ना वो भी बहुत कि रवि ये विचार आ रहा है इसको देख के इसको ये कर लें क्या हो सकता है मेरी एनर्जी डाउन हो उसकी एनर्जी बहुत ज़्यादा रहती है तो कई बार उसके आइडियाज़ होते हैं ये हालांकि मैं हेल्प नहीं लेना चाहता मेरे अंदर एक आर्टिस्ट वाला एक वो है कि ये मैं अपने ओन पे करना चाहता हूँ इसमें मेरा पूरा पूरा वो हो इट्स नॉट लाइक कि क्रेडिट वाली बात है इट्स लाइक कि मैं खुद करना चाहता हूँ मैं चाहता हूँ क्योंकि अगर वो नहीं रहा कभी मतलब क्योंकि वो उसकी लाइफस्टाइल जो है वो ज्यादा दिन रहेगा भी नहीं। लेकिन कि मैं तो हेल्दी हूँ ना तो मैं लंबा अगर जी रहा हूँ तो मैं अपने तरीके से करना चाहता हूँ। हम दोनों का क्रिएटिव थॉट सेम हो जाता है कभी वो सजेस्ट करता है कभी कुछ।
hi_standup_015_0009.wav,hi,standup,Ravi Gupta,happy_excited,conversational_casual,true,,53.19,136,153.4,-23.0,0.0,-2.17,-23.61,31.5,1836.4,0.325,तो है मतलब मेरे को पैसे का है कि भाई पैसे दो कुछ भी करवा लो और कई बार कुछ भी करवाने लग जाते हैं लोग पर पैसे ज़्यादा देते हैं तो मैं मन भी नहीं करता करो भाई मेरा ही है भाई सिंपल पर फिर भी पैसों पे मेरी बात रहेगी कि जी कि आप वाइफ के साथ घूमने जा सकते हो कि नहीं जी नहीं मैं अकेले घूमना पसंद करता हूँ जैसे मैं हम दोनों जाते हैं घूमने ऐसा बात नहीं है जैसे मैं कैसे मैं अगर जा रहा हूँ हैमस्टनबर्ग तो वाइफ को भेज देता हूँ मैं झारखंड जामताला क्योंकि उनको भी घूमने का मन है और हम लोग का तो हम लोग को घूम भी लेते हैं और हम लोग का पैसे भी बचे रहते हैं मेरे को जैसे आज जाना है
hi_standup_015_0011.wav,hi,standup,Ravi Gupta,happy_excited,conversational_casual,true,,53.34,178,200.2,-22.99,0.01,-4.3,-23.38,31.4,1709.6,0.297,पहले दिन से लगा जिस दिन मैंने पहले दिन ऑफिस जॉइन किया और उन्होंने बोला कि अब ये काम करना होगा वहीं मेरा मूड सटक गया कि अब मैं काम करूंगा इनके लिए पैसे वो लोग देते थे हर महीने बट मेरी नज़र घड़ी पर रहती थी कि छ बजे आठ बजे मैं कम निकलूँ और रिपोर्ट ले रहे थे मुझसे मेरे समय माँ बाप ने आज तक रिपोर्ट नहीं लिया है कि क्या काम हुआ कि नहीं क्योंकि मैं सुला देता था उनको रात में दस बजे के बाद यही दिक्कत है कि कुछ ठीक नहीं हुआ क्योंकि माँ बाप के हिसाब से सुबह उठ जाओ सात बजे सब ठीक हो जाता है नहा लो नहा लो नहाने को इतना समाज ने वो कर दिया है पानी पता है कहाँ कहाँ पानी कहाँ कहाँ चला जा रहा है। हैं? अब बताओ जिससे सब्जी बननी थी उससे मेरा शरीर धुल रहा है। मैं तो यही वो सारा पानी निकाल के मैं दे दे कि सब्जी बनाऊँ चावल भिगो दो उसी में। पता नहीं चलता था उन लोगों को।
hi_dramatic_016_0001.wav,hi,dramatic,Unknown Narrator,conversational_casual,neutral,true,,55.455,166,179.6,-22.99,0.01,-6.75,-22.86,48.6,1772.5,0.242,"दोस्तों आज हम पढ़ेंगे बात अठन्नी की, पूरी कहानी आपको सुनाऊंगा। अठन्नी होती है पचास पैसा, कुछ इस तरह का होता है। अब कहानी का नाम बात अठन्नी की क्यों है यह आपको कुछ देर में पता लग जाएगा। तो कहानी शुरू होती है रसीला नाम के एक नौकर से। रसीला इंजीनियर बाबू जगत सिंह के यहाँ पे नौकर था और रसीला को दस रुपये तनख्वाह मिलती थी गाँव में रसीला के बूढ़े पिता पत्नी एक लड़की और दो लड़के थे पूरा परिवार गाँव में रहता था और रसीला शहर में जगत सिंह के यहाँ पे नौकरी करता था पूरे परिवार का बोझ रसीला के कंधों पर था रसीला अपनी सारी तनख्वाह गांव में भेज दिया करता था पर फिर भी घर वालों का गुज़ारा ना हो पाता उसने इंजीनियर साहब से तनख्वाह बढ़ाने के लिए बार बार प्रार्थना की पर इंजीनियर साहब जगत सिंह यह कह के टाल दिया करते थे कि अगर तुम्हें कहीं और ज़्यादा पैसा मिल रहा है तो ज़रूर चले जाओ"
hi_dramatic_016_0002.wav,hi,dramatic,Unknown Narrator,angry,intense_dramatic,true,,54.08,179,198.6,-23.02,-0.02,-7.12,-23.01,49.7,1805.7,0.235,मैं तनख्वाह नहीं बढ़ाऊँगा तुम्हें बढ़िया पैसा मिल रहा है इससे ज़्यादा पैसा मिल रहा है तो वहाँ पर चले जाओ मैं नहीं बढ़ाने वाला तुम्हारी तनख्वाह इस तरह से कह के टाल दिया करते थे रसीला यह सोचता था कि यहाँ पर इतने सालों से नौकरी कर रहा हूँ अमीर लोग वैसे भी नौकरों पर विश्वास नहीं करते पर मुझ पर अभी तक यहाँ पर किसी ने भी कोई शक नहीं किया मैं जब से यहाँ पर आया हूँ किसी ने मुझ पर कोई शक नहीं किया यहाँ से नौकरी छोड़कर अगर कहीं और चला गया तो शायद वो मुझे दस रुपये से बढ़ा के ग्यारह या बारह रुपये दे दें लेकिन जो सम्मान जो इज्जत मुझे यहाँ पर मिल रही है ना शायद कहीं और ना मिले ठीक है दोस्तों रसीला इंजीनियर जगत सिंह के यहाँ पर इसलिए रुका हुआ है कम सैलरी में भी क्योंकि उसे ऐसा लगता है कि यहाँ पर उसको इज्जत मिल रही है अगर वो कहीं और जाएगा तो शायद एक दो रुपया उसको ज़्यादा मिल जाए लेकिन ये इज्जत ना मिले
hi_dramatic_016_0003.wav,hi,dramatic,Unknown Narrator,neutral,conversational_casual,true,,52.855,149,169.1,-22.97,0.03,-6.81,-23.1,48.5,1854.3,0.275,तो इसलिए वो जगत सिंह के पास में ही रहता है दोस्तों अब कहानी में एक और चरित्र यानी कैरेक्टर आएगा जिसका नाम है शेख सलीमुद्दीन शेख सलीमुद्दीन ज़िला मैजिस्ट्रेट है और ये इंजीनियर जगत सिंह के पास में ही रहता है उसका पड़ोसी है शेख सलीमुद्दीन का नौकर है रमज़ान रमज़ान एक चौकीदार है रमज़ान और रसीला आपस में ना बहुत अच्छे दोस्त हैं रमज़ान और रसीला दोनों घंटों बैठ के बातें करते थे शेख साहब ना फलों के बहुत शौकीन थे उन्हें फल खाना बहुत पसंद था तो रमज़ान रसीला को फल देता था दूसरी तरफ इंजीनियर साहब को मिठाई का बड़ा शौक था मिठाई बड़े शौक से खाते थे। तो रसीला रमज़ान को मिठाई देता था। समझ में आ रहा है? रसीला रमज़ान को मिठाई देता था क्योंकि इंजीनियर बाबू मिठाई खाते थे और रमज़ान रसीला को फल देता था क्योंकि शेख साहब फल खाते थे।
hi_dramatic_016_0006.wav,hi,dramatic,Unknown Narrator,neutral,conversational_casual,true,,50.415,154,183.3,-23.03,-0.03,-6.71,-23.2,48.4,1824.0,0.273,पैसे मिलने से रसीला के बच्चे स्वस्थ हो गए उन्होंने इलाज करवा लिया पैसों से और उसने रमज़ान का कर्ज़ भी चुका दिया केवल आठ आने बाकी रह गए थे दोस्तों पहले ज़माने में ना आने चलते थे जैसे आज के ज़माने में तो रुपया है लेकिन पहले ज़माने में ना रुपए से छोटा होता था आना आपके घर में जो बड़े हैं उन्हें पता होगा तो आठ आने रह गए रमज़ान के हालांकि रमज़ान ने कभी भी पैसे नहीं मांगे लेकिन फिर भी रसीला उसके आगे ना आँख नहीं उठा पाता था उसने कर्ज़ लिया था उसको कर्ज़ वापस देना था तो उसको बहुत शर्मिंदगी होती थी शर्म आती थी एक दिन की बात है बाबू जगत सिंह ना अपने कमरे में बात कर रहे थे किसी से। रसीला ने कान लगा के सुना कि इंजीनियर बाबू कह रहे हैं बस पांच सौ। इतनी सी रकम देकर आप मेरा अपमान कर रहे हैं?
hi_dramatic_016_0008.wav,hi,dramatic,Unknown Narrator,intense_dramatic,conversational_casual,true,,50.635,159,188.4,-22.99,0.01,-6.41,-23.02,48.0,1647.1,0.247,आज भी एक शिकार फसा रखा है उन्होंने मतलब आज भी कोई आया हुआ है रिश्वत देने हज़ार रुपये से कम रिश्वत तय ना होगी भैया गुनाह करने का फल मिलेगा या ना मिलेगा ये तो भगवान जाने पर ऐसी ही रिश्वत की कमाई से ये लोग कोठियों में रहते हैं कोठियों में और एक हम लोग हैं जो इतनी मेहनत करने के बाद भी हमारे हाथ में कुछ नहीं रहता रसीला सोचता रहा रमज़ान की बातें सुनके फिर कहता है कि मेरे हाथों से ना सैकड़ों रुपए निकल गए हैं पर धर्म ना बिगड़ा धर्म ना बिगाड़ा मैंने पैसों को देख के एक एक आना भी अगर मैं उड़ा देता उस रकम में से तो काफ़ी बड़ी रकम हो जाती मतलब जो पैसा मुझे इंजीनियर बाबू देते थे जमा कराने के लिए या किसी को देने के लिए या कहीं पर रखने के लिए उस पैसे में से अगर मैं थोड़ा सा एक आना भी निकाल देता ना
en_poetry_017_0001.wav,en,poetry,Harshita Garge,sad,intense_dramatic,true,,51.885,135,156.1,-22.99,0.01,-9.11,-23.43,62.5,1254.3,0.373,"The dawn was here. The dawn was here, sun was shining so bright and fair. The dawn was here, sun was shining so bright and fair. I was lying on my bed motionlessly, crouched myself staring at the ceiling. and finally the dawn broke outside, but here I am wondering why am I shivering and shaking from inside. Suddenly, suddenly I heard a knock. knock knock knock. Someone someone was there on the door knock knock knock I I tried to recollect myself I went to the door. I tried to go to the door. I stand. I stand, I walk, I fall. I stand, I walk, I fall. I thought that's all. No, no, I gathered all the courage to stand up. Went to the door. I opened the door. It was my mummy."
en_poetry_017_0004.wav,en,poetry,Harshita Garge,sad,intense_dramatic,true,,52.63,165,188.1,-22.99,0.01,-9.67,-23.18,58.9,1180.2,0.326,"even slept after that incident. I wish we could cut him off, cut him off, rip his head off. I might sound crazy and insane, but there's a hell lot of thing going on in my brain. you know, you know, he digged my initials. He scratched my surface, he scratched my skin. Was it my mistake or have I committed a sin? You see, I have a slight gap between my front two teeth. Can you see? You told me that's the sign of good luck. You told me having a diastema brings good luck. My forehead is slightly wider. You told me that's the sign of good luck. The second finger of my foot is slightly bigger than the first one. You told me that's a sign of being lucky. You told me you're lucky. You told me you're lucky. You told me you're lucky. You're lucky. You're lucky. You're lucky. Stop it. Do you think I am lucky? Do you really think?"
hi_speech_019_0001.wav,hi,speech,Sudhanshu Trivedi,formal,neutral,true,,51.225,110,128.8,-22.99,0.01,-8.25,-24.01,39.5,2219.9,0.327,"और मैं कर्मभूमि से आया हुआ हूँ उत्तर प्रदेश से। परंतु अधिक सुखद अनुभूति क्यों होती है? हिंदी में पहला जो खड़ी बोली हिंदी का ग्रंथ लिखा गया, वो स्वामी दयानंद सरस्वती जी के द्वारा लिखा गया सत्यार्थ प्रकाश माना जाता है, जो इसी गुजरात की धरती से थे। हिंदी भारत की भाषा होनी चाहिए यह विचार प्रतिपादित करने वाले महात्मा गांधी इसी धरती के थे लोकमान्य तिलक महाराष्ट्र से थे कन्हैयालाल माणिकलाल मुंशी जी भी गुजरात से थे श्यामा प्रसाद मुखर्जी जी बंगाल से थे गोपाल स्वामी अयंगर जी तमिलनाडु से थे। और विरोध करने वाले एक पंडित जी उत्तर प्रदेश से थे। अन्यथा वह समस्या कभी पहले ही..."
hi_speech_019_0002.wav,hi,speech,Sudhanshu Trivedi,formal,neutral,true,,51.695,152,176.4,-23.01,-0.01,-7.72,-23.65,40.0,2291.2,0.288,बेहतर ढंग से समाधान हो जाता और सिर्फ हिंदी का विषय नहीं है समस्त भारतीय भाषाओं में के अंदर जो स्व का तत्व है जिसका कि अभी उल्लेख मोहन जी कर रहे थे उन्होंने एक विषय कहा कि हमारे यहाँ युद्ध का भी स्वरूप क्या होता था जो उन्होंने महाभारत का उल्लेख किया तो मैं इस भाषा के विषय से ही उसका एक संबंध स्थापित करने का प्रयास करता हूँ जो मैंने पहले एक बार भी बोला था भाषा हमारे मन में क्या विचार लाती है और हमारे स्व से कैसे दूर ले जाती है और वह स्व हमारा भाषाओं के माध्यम से कैसे स्थापित होता है जैसे अभी उन्होंने युद्ध का वर्णन किया आप सब ने वह कहावत सुनी होगी एवरीथिंग इज फेयर इन लव एंड वॉर और इसका यदि हिंदी में ट्रांसलेशन हो या भारतीय भाषा में ट्रांसलेशन हो तो कहते हैं जंग और इश्क में सब कुछ जायज है।
hi_dramatic_018_0001.wav,hi,dramatic,Shubham Shyam,intense_dramatic,neutral,true,,55.465,177,191.5,-24.39,-1.39,-1.0,-24.58,24.4,2271.5,0.263,"न नर में कोई राम बचा नारी में न कोई सीता है न नर में कोई राम बचा नारी में न कोई सीता है ना धरा बचाने के खातिर विष कोई शंकर पीता है ना श्री कृष्ण सा धर्म धर्म का किसी में ज्ञान बचा है ना श्री कृष्ण सा धर्म अधर्म का किसी में ज्ञान बचा है, ना हरिश्चंद्र सा सत्य किसी के अंदर रचा बसा है। ना गौतम बुद्ध सा धैर्य बचा, ना नानक जी सा परम त्याग। ना गौतम बुद्ध सा धैर्य बचा, ना नानक जी सा परम त्याग, बस नाच रही है नर के भीतर प्रतिशोध की कुटले आग, फिर बोलो कि उस स्वर्णिम युग का क्या अंश बाकी तुम में। फिर बोलो कि उस स्वर्णिम युग का क्या अंश बाकी तुम में कि किसकी धुनी में रमकर तुम फूले नहीं समाते हो तुम स्वयं को श्रेष्ठ बताते हो कि तुम भीष्म पितामह की भांति अपनी ही जिद पर अड़े रहे तुम भीष्म पितामह की भांति अपने ही जिद पर अड़े रहे तुम अपने धर्म को श्रेष्ठ बता दुर्योधन के संग खड़े रहे।"
